4418612|trunk|||Y|2|2002|3059|1|2|1|/506720.13|309189.68|506723.82|309195.25|506754.82|309240.44|506777.96|309273.49|506809.83|309319.66|506826.90|309352.61|/
4420545|tertiary|Zolitūdes iela|50|N|2|2002|3059|1|2|1|/500011.04|311575.02|500031.58|311526.91|500068.32|311438.46|500071.54|311430.72|500086.06|311396.38|500119.19|311318.05|500134.18|311282.61|500141.49|311265.33|500157.02|311228.82|500164.56|311210.24|500170.06|311197.73|500178.60|311177.67|500204.10|311117.82|500209.60|311104.92|500234.38|311046.48|500241.93|311028.32|500251.51|311006.08|500254.46|310998.74|500260.14|310988.03|/
4435141|trunk_link||70|Y|2|2002|3059|1|2|1|/507477.92|308024.15|507455.04|308029.30|507408.83|308041.70|507365.17|308058.43|507341.18|308070.53|507319.05|308083.57|507249.05|308132.07|507188.11|308174.30|507173.00|308180.54|/
4444378|residential|Aiviekstes iela||N|2|2002|3059|1|2|1|/509469.68|310283.99|509470.73|310284.98|509476.67|310289.97|509525.02|310328.39|509577.74|310370.07|509603.33|310390.45|509609.24|310395.50|509611.97|310397.56|/
4453048|residential|Valkas iela|30|Y||2002|3059|1|2|1|/506262.22|313245.50|506264.66|313238.99|506265.49|313236.91|506265.08|313230.65|506248.69|313215.35|506226.63|313196.17|506216.77|313187.61|506214.07|313186.27|506212.55|313185.52|506208.99|313185.43|/
4453049|residential|Valkas iela|30|Y||2002|3059|1|2|1|/506095.11|313202.22|506103.70|313200.95|506150.63|313194.64|506157.69|313193.70|506199.70|313186.93|506208.99|313185.43|/
4453050|residential|Vīlandes iela|30|Y||2002|3059|1|2|1|/506208.99|313185.43|506208.72|313179.45|506207.40|313150.80|506204.40|313085.92|506204.11|313079.52|506203.76|313072.00|506200.86|313009.18|506192.47|312827.05|506190.37|312818.79|/
4453051|residential|Vidus iela|30|Y||2002|3059|1|2|1|/506279.14|313071.50|506270.36|313072.24|506211.08|313077.26|506204.11|313079.52|/
4453052|residential|Veru iela|30|N||2002|3059|1|2|1|/506152.09|313085.69|506152.28|313091.73|506153.35|313126.43|506153.46|313128.14|506155.46|313159.15|506155.57|313160.90|506156.78|313179.64|506157.39|313189.12|506157.69|313193.70|/
4453265|residential|Āzenes iela|30|N|2|2002|3059|1|2|1|/504821.41|311871.38|504835.23|311877.90|504876.23|311888.58|504886.25|311891.19|504899.11|311893.52|504915.52|311894.18|504922.34|311893.54|504926.88|311893.12|504947.88|311886.19|504964.29|311879.20|504976.97|311875.77|504997.29|311876.19|/
4470334|tertiary|Dzirnavu iela|50|N|3|2002|3059|1|2|1|/507615.68|311610.37|507619.42|311592.47|507628.53|311539.83|507630.52|311528.32|/
4470335|residential|Abrenes iela||N|2|2002|3059|1|2|1|/507899.17|311279.32|507901.45|311273.23|507904.36|311265.58|507907.17|311257.06|507909.56|311250.22|507914.71|311235.53|507919.96|311225.09|507925.44|311214.66|507936.89|311195.04|507975.18|311123.65|507989.86|311101.91|508004.98|311082.01|508011.74|311073.11|/
